cntry,essround,variable,ess_id,party,partyfacts_id,partyfacts_name,original_partyfacts_data
CH,9,prtvtgch,4,Christian Democrats,1808,KK/CVP,0
CH,9,prtvtgch,5,Green Party,1006,Grue,0
CH,9,prtvtgch,6,Green Liberal Party,1759,GPL,0
CH,9,prtvtgch,7,Conservative Democratic Party,1415,BDP,0
CH,9,prtvtgch,8,Evangelical People's Party,1123,EVP,0
CH,9,prtvtgch,9,Federal Democratic Union,631,EDU,0
CH,9,prtvtgch,10,Ticino League,1661,LdT,0
CH,9,prtvtgch,11,Swiss Labour Party,669,PdA,0
CH,9,prtvtgch,12,Movement of the Citizens of French-speaking Switzerland,,,0
CH,9,prtvtgch,13,Alternative Left,8184,AL,0
CH,9,prtvtgch,14,Pirate Party Switzerland,,,0
CY,3,prtvtcy,1,Progressive Party of Working People (AKEL),1076,AKEL,1
CY,3,prtvtcy,2,Democratic Party (DIKO),635,DIKO,1
CY,3,prtvtcy,3,Democratic Rally (DISY),563,DISY,1
CY,3,prtvtcy,4,European Party (EVROKO),1817,EK,1
CY,3,prtvtcy,5,The Cyprus Green Party,858,KOP,1
CY,3,prtvtcy,6,United Democrats (EDI),321,ED,1
CY,3,prtvtcy,7,Social Democrats (KS EDEK),1028,EDEK,1
CY,3,prtvtcy,8,Other,NA,NA,1
CY,3,prtvtcy,9,Not applicable,NA,NA,1
CY,3,prtvtcy,10,Refusal,NA,NA,1
CY,3,prtvtcy,11,Don't know,NA,NA,1
CY,3,prtvtcy,12,No answer,NA,NA,1
CY,4,prtvtcy,1,Progressive Party of Working People (AKEL),1076,AKEL,1
CY,4,prtvtcy,2,Democratic Party (DIKO),635,DIKO,1
CY,4,prtvtcy,3,Democratic Rally (DISY),563,DISY,1
CY,4,prtvtcy,4,European Party (EVROKO),1817,EK,1
CY,4,prtvtcy,5,The Cyprus Green Party,858,KOP,1
CY,4,prtvtcy,6,United Democrats (EDI),321,ED,1
CY,4,prtvtcy,7,Social Democrats (KS EDEK),1028,EDEK,1
CY,4,prtvtcy,8,Other,NA,NA,1
CY,4,prtvtcy,9,Not applicable,NA,NA,1
CY,4,prtvtcy,10,Refusal,NA,NA,1
CY,4,prtvtcy,11,Don't know,NA,NA,1
CY,4,prtvtcy,12,No answer,NA,NA,1
CY,5,prtvtcy,1,Progressive Party of Working People (AKEL),1076,AKEL,1
CY,5,prtvtcy,2,Democratic Party (DIKO),635,DIKO,1
CY,5,prtvtcy,3,Democratic Rally (DISY),563,DISY,1
CY,5,prtvtcy,4,European Party (EVROKO),1817,EK,1
CY,5,prtvtcy,5,The Cyprus Green Party,858,KOP,1
CY,5,prtvtcy,6,United Democrats (EDI),321,ED,1
CY,5,prtvtcy,7,Social Democrats (KS EDEK),1028,EDEK,1
CY,5,prtvtcy,8,Other,NA,NA,1
CY,5,prtvtcy,9,Not applicable,NA,NA,1
CY,5,prtvtcy,10,Refusal,NA,NA,1
CY,5,prtvtcy,11,Don't know,NA,NA,1
CY,5,prtvtcy,12,No answer,NA,NA,1
CY,6,prtvtacy,1,Progressive Party of Working People (AKEL),1076,AKEL,1
CY,6,prtvtacy,2,Democratic Party (DIKO),635,DIKO,1
CY,6,prtvtacy,3,Democratic Rally (DISY),563,DISY,1
CY,6,prtvtacy,4,European Party (EVROKO),1817,EK,1
CY,6,prtvtacy,5,The Cyprus Green Party,858,KOP,1
CY,6,prtvtacy,6,Social Democrats (KS EDEK),1028,EDEK,1
CY,6,prtvtacy,7,Other,NA,NA,1
CY,6,prtvtacy,8,Not applicable,NA,NA,1
CY,6,prtvtacy,9,Refusal,NA,NA,1
CY,6,prtvtacy,10,Don't know,NA,NA,1
CY,6,prtvtacy,11,No answer,NA,NA,1
CY,9,prtvtbcy,1,Progressive Party of Working People (AKEL),1076,AKEL,0
CY,9,prtvtbcy,2,Democratic Party (DIKO),635,DIKO,0
CY,9,prtvtbcy,3,Democratic Rally (DISY),563,DISY,0
CY,9,prtvtbcy,4,National Popular Front (ELAM),1013,ELAM,0
CY,9,prtvtbcy,5,Solidarity Movement (KINIMA ALLILEGII),4883,KINHMA,0
CY,9,prtvtbcy,6,The Cyprus Green Party,858,KOP,0
CY,9,prtvtbcy,7,Citizens' Alliance (SYMMACHIA POLITON),3117,SYM,0
CY,9,prtvtbcy,8,Social Democrats (KS EDEK),1028,EDEK,0
CZ,1,prtvtcz,1,CSSD Cz.Social Democratic P.,177,CSSD,1
CZ,1,prtvtcz,2,ODA Civic Democratic Alliance,1008,ODA,1
CZ,1,prtvtcz,3,Nadeje (Hope),1838,etc,1
CZ,1,prtvtcz,4,RMS Republicans of Miroslav Sladek,972,RMS,1
CZ,1,prtvtcz,5,CSNS Cz.National Social P.,1813,CSS,1
CZ,1,prtvtcz,6,SV-SOS P.of Countryside-Assoc.Civic Forces,2656,unknown,1
CZ,1,prtvtcz,7,Association of Independents,884,Sn,1
CZ,1,prtvtcz,8,ODS Civic Democratic P.,466,ODS,1
CZ,1,prtvtcz,9,KSCM Communist P.of Bohemia&Moravia,1728,KSCM,1
CZ,1,prtvtcz,10,Coalition (Christian Dem.&Freedom Union),6202,FC,1
CZ,1,prtvtcz,11,SZJ P.for Life Securities,670,DZJ,1
CZ,1,prtvtcz,12,PB Right Block,904,PB,1
CZ,1,prtvtcz,13,SZ P.of Greens,1554,SZ,1
CZ,1,prtvtcz,14,Other,NA,NA,1
CZ,1,prtvtcz,15,Not applicable,NA,NA,1
CZ,1,prtvtcz,16,Refusal,NA,NA,1
CZ,1,prtvtcz,17,Don't know,NA,NA,1
CZ,1,prtvtcz,18,No answer,NA,NA,1
CZ,2,prtvtcz,1,CSSD Cz.Social Democratic P.,177,CSSD,1
CZ,2,prtvtcz,2,ODA Civic Democratic Alliance,1008,ODA,1
CZ,2,prtvtcz,3,Nadeje (Hope),1838,etc,1
CZ,2,prtvtcz,4,RMS Republicans of Miroslav Sladek,972,RMS,1
CZ,2,prtvtcz,5,CSNS Cz.National Social P.,1813,CSS,1
CZ,2,prtvtcz,6,SV-SOS P.of Countryside-Assoc.Civic Forces,2656,unknown,1
CZ,2,prtvtcz,7,Association of Independents,884,Sn,1
CZ,2,prtvtcz,8,ODS Civic Democratic P.,466,ODS,1
CZ,2,prtvtcz,9,KSCM Communist P.of Bohemia&Moravia,1728,KSCM,1
CZ,2,prtvtcz,10,Coalition (Christian Dem.&Freedom Union),6202,FC,1
CZ,2,prtvtcz,11,SZJ P.for Life Securities,670,DZJ,1
CZ,2,prtvtcz,12,PB Right Block,904,PB,1
CZ,2,prtvtcz,13,SZ P.of Greens,1554,SZ,1
CZ,2,prtvtcz,14,Other,NA,NA,1
CZ,2,prtvtcz,15,Not applicable,NA,NA,1
CZ,2,prtvtcz,16,Refusal,NA,NA,1
CZ,2,prtvtcz,17,Don't know,NA,NA,1
CZ,4,prtvtacz,1,KSCM,1728,KSCM,1
CZ,4,prtvtacz,2,CSSD,177,CSSD,1
CZ,4,prtvtacz,3,SZ,1554,SZ,1
CZ,4,prtvtacz,4,KDU-CSL,676,KDU/CSL,1
CZ,4,prtvtacz,5,ODS,466,ODS,1
CZ,4,prtvtacz,6,Other,NA,NA,1
CZ,4,prtvtacz,7,Not applicable,NA,NA,1
CZ,4,prtvtacz,8,Refusal,NA,NA,1
CZ,4,prtvtacz,9,Don't know,NA,NA,1
CZ,4,prtvtacz,10,No answer,NA,NA,1
CZ,5,prtvtbcz,1,KSCM,1728,KSCM,1
CZ,5,prtvtbcz,2,CSSD,177,CSSD,1
CZ,5,prtvtbcz,3,SZ,1554,SZ,1
CZ,5,prtvtbcz,4,KDU-CSL,676,KDU/CSL,1
CZ,5,prtvtbcz,5,TOP 9.00,223,TOP 9.00,1
CZ,5,prtvtbcz,6,VV,1202,VV,1
CZ,5,prtvtbcz,7,ODS,466,ODS,1
CZ,5,prtvtbcz,8,Other,NA,NA,1
CZ,5,prtvtbcz,9,Not applicable,NA,NA,1
CZ,5,prtvtbcz,10,Refusal,NA,NA,1
CZ,5,prtvtbcz,11,Don't know,NA,NA,1
CZ,5,prtvtbcz,12,No answer,NA,NA,1
CZ,6,prtvtccz,1,KSCM,1728,KSCM,1
CZ,6,prtvtccz,2,CSSD,177,CSSD,1
CZ,6,prtvtccz,3,TOP 9.00,223,TOP 9.00,1
CZ,6,prtvtccz,4,VV,1202,VV,1
CZ,6,prtvtccz,5,ODS,466,ODS,1
CZ,6,prtvtccz,6,Other,NA,NA,1
CZ,6,prtvtccz,7,Not applicable,NA,NA,1
CZ,6,prtvtccz,8,Refusal,NA,NA,1
CZ,6,prtvtccz,9,Don't know,NA,NA,1
CZ,6,prtvtccz,10,No answer,NA,NA,1
CZ,7,prtvtdcz,1,KSCM,1728,KSCM,1
CZ,7,prtvtdcz,2,CSSD,177,CSSD,1
CZ,7,prtvtdcz,3,TOP 9.00,223,TOP 9.00,1
CZ,7,prtvtdcz,4,ANO 2011,2141,ANO,1
CZ,7,prtvtdcz,5,ODS,466,ODS,1
CZ,7,prtvtdcz,6,KDU-CSL,676,KDU/CSL,1
CZ,7,prtvtdcz,7,Úsvit prímé demokracie Tomia Okamury,2049,UPD,1
CZ,7,prtvtdcz,8,Other,NA,NA,1
CZ,7,prtvtdcz,9,Not applicable,NA,NA,1
CZ,7,prtvtdcz,10,Refusal,NA,NA,1
CZ,7,prtvtdcz,11,Don't know,NA,NA,1
CZ,8,prtvtdcz,1,KSCM,1728,KSCM,0
CZ,8,prtvtdcz,2,CSSD,177,CSSD,0
CZ,8,prtvtdcz,3,TOP 9.00,223,TOP 9.00,0
CZ,8,prtvtdcz,4,ANO 2011,2141,ANO,0
CZ,8,prtvtdcz,5,ODS,466,ODS,0
CZ,8,prtvtdcz,6,KDU-CSL,676,KDU/CSL,0
CZ,8,prtvtdcz,7,Úsvit prímé demokracie Tomia Okamury,2049,UPD,0
CZ,9,prtvtecz,1,KSCM,1728,KSCM,0
CZ,9,prtvtecz,2,CSSD,177,CSSD,0
CZ,9,prtvtecz,3,TOP 9.00,223,TOP 9.00,0
CZ,9,prtvtecz,4,ANO 2011,2141,ANO,0
CZ,9,prtvtecz,5,ODS,466,ODS,0
CZ,9,prtvtecz,6,KDU-CSL,676,KDU/CSL,0
CZ,9,prtvtecz,7,Česká pirátská strana,2047,Pi,0
CZ,9,prtvtecz,8,Svoboda a přímá demokracie,6125,SPD,0
CZ,9,prtvtecz,9,Starostové a nezávislí,1707,SNVA,0
DK,1,prtvtdk,1,Socialdemokratiet,379,SD,1
DK,1,prtvtdk,2,Det Radikale Venstre,1507,RV,1
DK,1,prtvtdk,3,Det Konservative Folkeparti,536,KF,1
DK,1,prtvtdk,4,Centrum-Demokraterne,800,CD,1
DK,1,prtvtdk,5,Socialistisk Folkeparti,329,SF,1
DK,1,prtvtdk,6,Dansk Folkeparti,1022,DF,1
DK,1,prtvtdk,7,Kristeligt Folkeparti,53,KrF/KD,1
DK,1,prtvtdk,8,Venstre,1204,V,1
DK,1,prtvtdk,9,Fremskridtspartiet,1601,FrP,1
DK,1,prtvtdk,10,Enhedslisten,1527,Enh,1
DK,1,prtvtdk,11,Other,NA,NA,1
DK,1,prtvtdk,12,Not applicable,NA,NA,1
DK,1,prtvtdk,13,Refusal,NA,NA,1
DK,1,prtvtdk,14,Don't know,NA,NA,1
DK,1,prtvtdk,15,No answer,NA,NA,1
DK,2,prtvtdk,1,Socialdemokratiet,379,SD,1
DK,2,prtvtdk,2,Det Radikale Venstre,1507,RV,1
DK,2,prtvtdk,3,Det Konservative Folkeparti,536,KF,1
DK,2,prtvtdk,4,Centrum-Demokraterne,800,CD,1
DK,2,prtvtdk,5,Socialistisk Folkeparti,329,SF,1
DK,2,prtvtdk,6,Dansk Folkeparti,1022,DF,1
DK,2,prtvtdk,7,Kristeligt Folkeparti,53,KrF/KD,1
DK,2,prtvtdk,8,Venstre,1204,V,1
DK,2,prtvtdk,9,Fremskridtspartiet,1601,FrP,1
DK,2,prtvtdk,10,Enhedslisten,1527,Enh,1
DK,2,prtvtdk,11,Other,NA,NA,1
DK,2,prtvtdk,12,Not applicable,NA,NA,1
DK,2,prtvtdk,13,Refusal,NA,NA,1
DK,2,prtvtdk,14,Don't know,NA,NA,1
DK,2,prtvtdk,15,No answer,NA,NA,1
DK,3,prtvtadk,1,Socialdemokratiet,379,SD,1
DK,3,prtvtadk,2,Det Radikale Venstre,1507,RV,1
DK,3,prtvtadk,3,Det Konservative Folkeparti,536,KF,1
DK,3,prtvtadk,4,Centrum-Demokraterne,800,CD,1
DK,3,prtvtadk,5,Socialistisk Folkeparti,329,SF,1
DK,3,prtvtadk,6,Dansk Folkeparti,1022,DF,1
DK,3,prtvtadk,7,Kristendemokraterne,53,KrF/KD,1
DK,3,prtvtadk,8,Venstre,1204,V,1
DK,3,prtvtadk,9,Fremskridtspartiet,1601,FrP,1
DK,3,prtvtadk,10,Enhedslisten,1527,Enh,1
DK,3,prtvtadk,11,Other,NA,NA,1
DK,3,prtvtadk,12,Not applicable,NA,NA,1
DK,3,prtvtadk,13,Refusal,NA,NA,1
DK,3,prtvtadk,14,Don't know,NA,NA,1
DK,3,prtvtadk,15,No answer,NA,NA,1
DK,4,prtvtbdk,1,Socialdemokraterne - the Danish social democtrats,379,SD,1
DK,4,prtvtbdk,2,Det Radikale Venstre - Danish Social-Liberal Party,1507,RV,1
DK,4,prtvtbdk,3,Det Konservative Folkeparti - Conservative,536,KF,1
DK,4,prtvtbdk,4,SF- Socialistisk Folkeparti - the Socialist People's Party,329,SF,1
DK,4,prtvtbdk,5,Dansk Folkeparti - Danish peoples party,1022,DF,1
DK,4,prtvtbdk,6,Kristendemokraterne - Christian democtrats,53,KrF/KD,1
DK,4,prtvtbdk,7,"Venstre, Danmarks Liberale Parti - Venstre",1204,V,1
DK,4,prtvtbdk,8,Ny Alliance - New alliance,212,LA,1
DK,4,prtvtbdk,9,"Enhedslisten, De Rød-Grønne - The Red-Green Alliance",1527,Enh,1
DK,4,prtvtbdk,10,Andet - other,NA,NA,1
DK,4,prtvtbdk,11,Not applicable,NA,NA,1
DK,4,prtvtbdk,12,Refusal,NA,NA,1
DK,4,prtvtbdk,13,Don't know,NA,NA,1
DK,4,prtvtbdk,14,No answer,NA,NA,1
DK,5,prtvtbdk,1,Socialdemokraterne - the Danish social democtrats,379,SD,1
DK,5,prtvtbdk,2,Det Radikale Venstre - Danish Social-Liberal Party,1507,RV,1
DK,5,prtvtbdk,3,Det Konservative Folkeparti - Conservative,536,KF,1
DK,5,prtvtbdk,4,SF- Socialistisk Folkeparti - the Socialist People's Party,329,SF,1
DK,5,prtvtbdk,5,Dansk Folkeparti - Danish peoples party,1022,DF,1
DK,5,prtvtbdk,6,Kristendemokraterne - Christian democtrats,53,KrF/KD,1
DK,5,prtvtbdk,7,"Venstre, Danmarks Liberale Parti - Venstre",1204,V,1
DK,5,prtvtbdk,8,Ny Alliance - New alliance,212,LA,1
DK,5,prtvtbdk,9,"Enhedslisten, De Rød-Grønne - The Red-Green Alliance",1527,Enh,1
DK,5,prtvtbdk,10,Andet - other,NA,NA,1
DK,5,prtvtbdk,11,Not applicable,NA,NA,1
DK,5,prtvtbdk,12,Refusal,NA,NA,1
DK,5,prtvtbdk,13,Don't know,NA,NA,1
DK,5,prtvtbdk,14,No answer,NA,NA,1
DK,6,prtvtcdk,1,Socialdemokraterne - the Danish social democrats,379,SD,1
DK,6,prtvtcdk,2,Det Radikale Venstre - Danish Social-Liberal Party,1507,RV,1
DK,6,prtvtcdk,3,Det Konservative Folkeparti - Conservative,536,KF,1
DK,6,prtvtcdk,4,SF Socialistisk Folkeparti - Socialist People's Party,329,SF,1
DK,6,prtvtcdk,5,Dansk Folkeparti - Danish peoples party,1022,DF,1
DK,6,prtvtcdk,6,Kristendemokraterne - Christian democrats,53,KrF/KD,1
DK,6,prtvtcdk,7,"Venstre, Danmarks Liberale Parti - Venstre",1204,V,1
DK,6,prtvtcdk,8,Liberal Alliance - Liberal Alliance,212,LA,1
DK,6,prtvtcdk,9,Enhedslisten - Unity List - The Red-Green Alliance,1527,Enh,1
DK,6,prtvtcdk,10,Andet - other,NA,NA,1
DK,6,prtvtcdk,11,Not applicable,NA,NA,1
DK,6,prtvtcdk,12,Refusal,NA,NA,1
DK,6,prtvtcdk,13,Don't know,NA,NA,1
DK,6,prtvtcdk,14,No answer,NA,NA,1
DK,7,prtvtcdk,1,Socialdemokraterne - the Danish social democrats,379,SD,1
DK,7,prtvtcdk,2,Det Radikale Venstre - Danish Social-Liberal Party,1507,RV,1
DK,7,prtvtcdk,3,Det Konservative Folkeparti - Conservative,536,KF,1
DK,7,prtvtcdk,4,SF Socialistisk Folkeparti - Socialist People's Party,329,SF,1
DK,7,prtvtcdk,5,Dansk Folkeparti - Danish peoples party,1022,DF,1
DK,7,prtvtcdk,6,Kristendemokraterne - Christian democrats,53,KrF/KD,1
DK,7,prtvtcdk,7,"Venstre, Danmarks Liberale Parti - Venstre",1204,V,1
DK,7,prtvtcdk,8,Liberal Alliance - Liberal Alliance,212,LA,1
DK,7,prtvtcdk,9,Enhedslisten - Unity List - The Red-Green Alliance,1527,Enh,1
DK,7,prtvtcdk,10,Andet - other,NA,NA,1
DK,7,prtvtcdk,11,Not applicable,NA,NA,1
DK,7,prtvtcdk,12,Refusal,NA,NA,1
DK,7,prtvtcdk,13,Don't know,NA,NA,1
DK,7,prtvtcdk,14,No answer,NA,NA,1
EE,2,prtvtee,1,Party Res Publica,491,UVE/RP,1
EE,2,prtvtee,2,Estonian Centre Party,533,EK,1
EE,2,prtvtee,3,Estonian Reform Party,821,ERe,1
EE,2,prtvtee,4,Pro Patria Union,779,I,1
EE,2,prtvtee,5,Estonian Social Democratic Party,1150,SDE-M,1
EE,2,prtvtee,6,Estonian People's Union,110,ERa,1
EE,2,prtvtee,7,Estonian United People's Party,18,K-EUR,1
EE,2,prtvtee,8,Estonian Christian Peoples Party,790,EKD,1
EE,2,prtvtee,11,Russian Party in Estonia,1975,VEE,1
EE,2,prtvtee,12,Independent candidates,NA,NA,1
EE,2,prtvtee,14,Not applicable,NA,NA,1
EE,2,prtvtee,15,Refusal,NA,NA,1
EE,2,prtvtee,16,Don't know,NA,NA,1
EE,2,prtvtee,17,No answer,NA,NA,1
EE,3,prtvtaee,1,Res Publica,491,UVE/RP,1
EE,3,prtvtaee,2,Estonian Centre Party,533,EK,1
EE,3,prtvtaee,3,Estonian Reform Party,821,ERe,1
EE,3,prtvtaee,4,Pro Patria Union,779,I,1
EE,3,prtvtaee,5,Estonian Social Democrats,1150,SDE-M,1
EE,3,prtvtaee,6,Estonian People's Union,110,ERa,1
EE,3,prtvtaee,7,Other,NA,NA,1
EE,3,prtvtaee,8,Not applicable,NA,NA,1
EE,3,prtvtaee,9,Refusal,NA,NA,1
EE,3,prtvtaee,10,Don't know,NA,NA,1
EE,4,prtvtbee,1,Pro Patria and Res Publica Union,685,IRL,1
EE,4,prtvtbee,2,The Estonian Centre Party,533,EK,1
EE,4,prtvtbee,3,Estonian Reform Party,821,ERe,1
EE,4,prtvtbee,4,The People's Union of Estonia,110,ERa,1
EE,4,prtvtbee,5,The Social Democratic Party,1150,SDE-M,1
EE,4,prtvtbee,6,Estonian Greens,1040,EER,1
EE,4,prtvtbee,7,Party of Estonian Christian Democrats,790,EKD,1
EE,4,prtvtbee,8,Estonian United Left Party,,1-perc,1
EE,4,prtvtbee,9,Estonian Independence Party,1299,ERSP,1
EE,4,prtvtbee,10,Russian Party in Estonia,1975,VEE,1
EE,4,prtvtbee,11,campaigner,3021,tech,1
EE,4,prtvtbee,12,Not applicable,NA,NA,1
EE,4,prtvtbee,13,Refusal,NA,NA,1
EE,4,prtvtbee,14,Don't know,NA,NA,1
EE,4,prtvtbee,15,No answer,NA,NA,1
EE,5,prtvtcee,1,Erakond Isamaa ja Res Publica Liit,685,IRL,1
EE,5,prtvtcee,2,Eesti Keskerakond,533,EK,1
EE,5,prtvtcee,3,Eesti Reformierakond,821,ERe,1
EE,5,prtvtcee,4,Eestimaa Rahvaliit,110,ERa,1
EE,5,prtvtcee,5,Sotsiaaldemokraatlik Erakond,1150,SDE-M,1
EE,5,prtvtcee,6,Erakond Eestimaa Rohelised,1040,EER,1
EE,5,prtvtcee,7,Other,NA,NA,1
EE,5,prtvtcee,8,Eesti Iseseisvuspartei,,1-perc,1
EE,5,prtvtcee,9,Erakond Eesti Kristlikud Demokraadid,790,EKD,1
EE,5,prtvtcee,10,Üksikkandidaat,NA,NA,1
EE,5,prtvtcee,11,Mitte kellegi poolt,,1-perc,1
EE,5,prtvtcee,12,Not applicable,NA,NA,1
EE,5,prtvtcee,13,Refusal,NA,NA,1
EE,5,prtvtcee,14,Don't know,NA,NA,1
EE,5,prtvtcee,15,No answer,NA,NA,1
EE,6,prtvtdee,1,Erakond Isamaa ja Res Publica Liit,685,IRL,1
EE,6,prtvtdee,2,Eesti Keskerakond,533,EK,1
EE,6,prtvtdee,3,Eesti Reformierakond,821,ERe,1
EE,6,prtvtdee,4,Eesti Konservatiivne Rahvaerakond (endine Rahvaliit),110,ERa,1
EE,6,prtvtdee,5,Sotsiaaldemokraatlik Erakond,1150,SDE-M,1
EE,6,prtvtdee,6,Erakond Eestimaa Rohelised,1040,EER,1
EE,6,prtvtdee,7,Erakond Eesti Kristlikud Demokraadid,790,EKD,1
EE,6,prtvtdee,8,Eesti Iseseisvuspartei,,,1
EE,6,prtvtdee,10,Eesti Vabaduspartei – Põllumeeste Kogu,,,1
EE,6,prtvtdee,11,Üksikkandidaadi poolt,NA,NA,1
EE,6,prtvtdee,12,Not applicable,NA,NA,1
EE,6,prtvtdee,13,Refusal,NA,NA,1
EE,6,prtvtdee,14,Don't know,NA,NA,1
EE,7,prtvteee,1,Eesti Reformierakond,821,ERe,1
EE,7,prtvteee,2,Eesti Keskerakond,533,EK,1
EE,7,prtvteee,3,Erakond Isamaa ja Res Publica Liit,685,IRL,1
EE,7,prtvteee,4,Sotsiaaldemokraatlik Erakond,1150,SDE-M,1
EE,7,prtvteee,5,Erakond Eestimaa Rohelised,1040,EER,1
EE,7,prtvteee,6,Konservatiivne Rahvaerakond (endie Rahvaliit),4094,EKRE,1
EE,7,prtvteee,7,Vene Erakond Eestis,1975,VEE,1
EE,7,prtvteee,8,Erakond Eesti Kristlikud Demokraadid,790,EKD,1
EE,7,prtvteee,9,Eesti Iseseisvuspartei,,,1
EE,7,prtvteee,10,Üksikkandidaadid või muud,NA,NA,1
EE,7,prtvteee,11,Not applicable,NA,NA,1
EE,7,prtvteee,12,Refusal,NA,NA,1
EE,7,prtvteee,13,Don't know,NA,NA,1
EE,8,prtvtfee,1,Eesti Reformierakond,821,ERe,0
EE,8,prtvtfee,2,Eesti Keskerakond,533,EK,0
EE,8,prtvtfee,3,Erakond Isamaa ja Res Publica Liit,685,IRL,0
EE,8,prtvtfee,4,Sotsiaaldemokraatlik Erakond,1150,SDE-M,0
EE,8,prtvtfee,5,Erakond Eestimaa Rohelised,1040,EER,0
EE,8,prtvtfee,6,Eesti Konservatiivne Rahvaerakond,4094,EKRE,0
EE,8,prtvtfee,9,Eesti Iseseisvuspartei,,,0
EE,8,prtvtfee,11,Eesti Vabaerakond,3271,EV,0
EE,8,prtvtfee,12,Rahva Ühtsuse Erakond,,,0
EE,8,prtvtfee,13,Eestimaa Ühendatud Vasakpartei,,,0
EE,9,prtvtgee,1,Eesti Reformierakond,821,ERe,0
EE,9,prtvtgee,2,Eesti Keskerakond,533,EK,0
EE,9,prtvtgee,3,Erakond Isamaa ja Res Publica Liit,685,IRL,0
EE,9,prtvtgee,4,Sotsiaaldemokraatlik Erakond,1150,SDE-M,0
EE,9,prtvtgee,5,Erakond Eestimaa Rohelised,1040,EER,0
EE,9,prtvtgee,6,Eesti Konservatiivne Rahvaerakond,4094,EKRE,0
EE,9,prtvtgee,9,Eesti Iseseisvuspartei,,,0
EE,9,prtvtgee,11,Eesti Vabaerakond,3271,EV,0
EE,9,prtvtgee,12,Rahva Ühtsuse Erakond,,,0
ES,1,prtvtes,1,Partido Popular (PP),441,AP/PP,1
ES,1,prtvtes,2,Partido Socialista Obrero Español (PSOE),1338,PSOE,1
ES,1,prtvtes,3,Izquierda Unida (IU),247,IU,1
ES,1,prtvtes,4,Convergència i Unió (CiU),139,CiU,1
ES,1,prtvtes,5,Esquerra Repubicana de Catalunya (ERC),848,ERC,1
ES,1,prtvtes,6,Iniciativa per Catalunya-Verds (ICV),1260,ICV,1
ES,1,prtvtes,7,Partido Nacionalista Vasco (PNV),1637,PNV,1
ES,1,prtvtes,8,Eusko Alkartasuna (EA),1324,EA,1
ES,1,prtvtes,9,Bloque Nacionalista Galego (BNG),1011,BNG,1
ES,1,prtvtes,10,Coalición Canaria (CC),81,CC,1
ES,1,prtvtes,11,Partido Andalucista (PA),1497,PA,1
ES,1,prtvtes,12,Chunta Aragonesista (CHA),1564,CA,1
ES,1,prtvtes,13,Other,NA,NA,1
ES,1,prtvtes,14,Not applicable,NA,NA,1
ES,1,prtvtes,15,Refusal,NA,NA,1
ES,1,prtvtes,16,Don't know,NA,NA,1
ES,2,prtvtaes,1,Partido Popular (PP),441,AP/PP,1
ES,2,prtvtaes,2,Partido Socialista Obrero Español (PSOE),1338,PSOE,1
ES,2,prtvtaes,3,Izquierda Unida (IU),247,IU,1
ES,2,prtvtaes,4,Convergència i Unió (CiU),139,CiU,1
ES,2,prtvtaes,5,Esquerra Repubicana de Catalunya (ERC),848,ERC,1
ES,2,prtvtaes,6,Iniciativa per Catalunya-Verds (ICV),1260,ICV,1
ES,2,prtvtaes,7,Partido Nacionalista Vasco (PNV),1637,PNV,1
ES,2,prtvtaes,8,Eusko Alkartasuna (EA),1324,EA,1
ES,2,prtvtaes,9,Bloque Nacionalista Galego (BNG),1011,BNG,1
ES,2,prtvtaes,10,Coalición Canaria (CC),81,CC,1
ES,2,prtvtaes,11,Partido Andalucista (PA),1497,PA,1
ES,2,prtvtaes,12,Chunta Aragonesista (CHA),1564,CA,1
ES,2,prtvtaes,14,Other,NA,NA,1
ES,2,prtvtaes,15,Blank vote,3083,tech,1
ES,2,prtvtaes,16,Spoiled vote,3083,tech,1
ES,2,prtvtaes,17,Not applicable,NA,NA,1
ES,2,prtvtaes,19,Don't know,NA,NA,1
ES,2,prtvtaes,20,No answer,NA,NA,1
ES,3,prtvtaes,1,Partido Popular (PP),441,AP/PP,1
ES,3,prtvtaes,2,Partido Socialista Obrero Español (PSOE),1338,PSOE,1
ES,3,prtvtaes,3,Izquierda Unida (IU),247,IU,1
ES,3,prtvtaes,4,Convergència i Unió (CiU),139,CiU,1
ES,3,prtvtaes,5,Esquerra Repubicana de Catalunya (ERC),848,ERC,1
ES,3,prtvtaes,6,Iniciativa per Catalunya-Verds (ICV),1260,ICV,1
ES,3,prtvtaes,7,Partido Nacionalista Vasco (PNV),1637,PNV,1
ES,3,prtvtaes,8,Eusko Alkartasuna (EA),1324,EA,1
ES,3,prtvtaes,9,Bloque Nacionalista Galego (BNG),1011,BNG,1
ES,3,prtvtaes,10,Coalición Canaria (CC),81,CC,1
ES,3,prtvtaes,11,Partido Andalucista (PA),1497,PA,1
ES,3,prtvtaes,12,Chunta Aragonesista (CHA),1564,CA,1
ES,3,prtvtaes,13,Nafarroa-Bai (NA-BAI),611,NaBai,1
ES,3,prtvtaes,14,Other,NA,NA,1
ES,3,prtvtaes,15,Blank vote,3083,tech,1
ES,3,prtvtaes,16,Spoiled vote,3083,tech,1
ES,3,prtvtaes,17,Not applicable,NA,NA,1
ES,3,prtvtaes,18,Refusal,NA,NA,1
ES,3,prtvtaes,19,Don't know,NA,NA,1
ES,4,prtvtbes,1,Partido Popular,441,AP/PP,1
