"cntry","essround","variable","ess_id","party","partyfacts_id","partyfacts_name"
"CH",7,"prtvtech",2,"Socialist Party",29,"SP-PS"
"CH",7,"prtvtech",3,"Radical Liberals",1231,NA
"CH",7,"prtvtech",4,"Christian Democrats",1808,"KK/CVP"
"CH",7,"prtvtech",5,"Green Party",1006,"Grue"
"CH",7,"prtvtech",6,"Green Liberal Party",1759,"GPL-PVL"
"CH",7,"prtvtech",7,"Bourgois-democratic Party",1415,"BDP"
"CH",7,"prtvtech",8,"Evangelical People's Party",1123,"EVP-PEP"
"CH",7,"prtvtech",9,"Federal Democratic Union",631,"EDU-UDF"
"CH",7,"prtvtech",10,"Ticino League",1661,"LdT"
"CH",7,"prtvtech",11,"Swiss Labour Party",669,"PdA"
"CH",7,"prtvtech",12,"Movement of the Citizens belonging to French-speaking Switze",8176,"MCR"
"CH",7,"prtvtech",13,"Christian Social Party",1122,"CsP-PCS"
"CH",7,"prtvtech",14,"Alternative Left",NA,NA
"CH",7,"prtvtech",18,"Other party",NA,NA
"CH",7,"prtvtech",19,"Blank paper",3086,NA
"CH",7,"prtvtech",21,"Not applicable",NA,NA
"CH",7,"prtvtech",22,"Refusal",NA,NA
"CH",7,"prtvtech",23,"Don't know",NA,NA
"CH",8,"prtvtfch",1,"Swiss People's Party",308,"SVP-UDC"
"CH",8,"prtvtfch",2,"Social Democratic Party",29,"SP-PS"
"CH",8,"prtvtfch",3,"Radical Liberals",1231,NA
"CH",8,"prtvtfch",4,"Christian Democrats",1808,"KK/CVP"
"CH",8,"prtvtfch",5,"Green Party",1006,"Grue"
"CH",8,"prtvtfch",6,"Green Liberal Party",1759,"GPL-PVL"
"CH",8,"prtvtfch",7,"Bourgois-democratic Party",1415,"BDP"
"CH",8,"prtvtfch",8,"Evangelical People's Party",1123,"EVP-PEP"
"CH",8,"prtvtfch",9,"Federal Democratic Union",631,"EDU-UDF"
"CH",8,"prtvtfch",10,"Ticino League",1661,"LdT"
"CH",8,"prtvtfch",11,"Swiss Labour Party",669,"PdA"
"CH",8,"prtvtfch",16,"Pirate Party Switzerland",NA,NA
"CH",9,"prtvtgch",1,"Swiss People's Party",308,"SVP-UDC"
"CH",9,"prtvtgch",2,"Social Democratic Party / Socialist Party",29,"SP-PS"
"CH",9,"prtvtgch",3,"Radical Liberals",1231,NA
"CH",9,"prtvtgch",4,"Christian Democrats",1808,"KK/CVP"
"CH",9,"prtvtgch",5,"Green Party",1006,"Grue"
"CH",9,"prtvtgch",6,"Green Liberal Party",1759,"GPL-PVL"
"CH",9,"prtvtgch",7,"Conservative Democratic Party",1415,"BDP"
"CH",9,"prtvtgch",8,"Evangelical People's Party",1123,"EVP-PEP"
"CH",9,"prtvtgch",9,"Federal Democratic Union",631,"EDU-UDF"
"CH",9,"prtvtgch",10,"Ticino League",1661,"LdT"
"CH",9,"prtvtgch",11,"Swiss Labour Party",669,"PdA"
"CH",9,"prtvtgch",12,"Movement of the Citizens of French-speaking Switzerland",NA,NA
"CH",9,"prtvtgch",13,"Alternative Left",8184,NA
"CH",9,"prtvtgch",14,"Pirate Party Switzerland",NA,NA
"CY",3,"prtvtcy",1,"Progressive Party of Working People (AKEL)",1076,"AKEL"
"CY",3,"prtvtcy",2,"Democratic Party (DIKO)",635,"DIKO"
"CY",3,"prtvtcy",3,"Democratic Rally (DISY)",563,"DISY"
"CY",3,"prtvtcy",4,"European Party (EVROKO)",1817,"EK"
"CY",3,"prtvtcy",5,"The Cyprus Green Party",858,"KOP"
"CY",3,"prtvtcy",6,"United Democrats (EDI)",321,"ED"
"CY",3,"prtvtcy",7,"Social Democrats (KS EDEK)",1028,"EDEK"
"CY",3,"prtvtcy",8,"Other",NA,NA
"CY",3,"prtvtcy",9,"Not applicable",NA,NA
"CY",3,"prtvtcy",10,"Refusal",NA,NA
"CY",3,"prtvtcy",11,"Don't know",NA,NA
"CY",3,"prtvtcy",12,"No answer",NA,NA
"CY",4,"prtvtcy",1,"Progressive Party of Working People (AKEL)",1076,"AKEL"
"CY",4,"prtvtcy",2,"Democratic Party (DIKO)",635,"DIKO"
"CY",4,"prtvtcy",3,"Democratic Rally (DISY)",563,"DISY"
"CY",4,"prtvtcy",4,"European Party (EVROKO)",1817,"EK"
"CY",4,"prtvtcy",5,"The Cyprus Green Party",858,"KOP"
"CY",4,"prtvtcy",6,"United Democrats (EDI)",321,"ED"
"CY",4,"prtvtcy",7,"Social Democrats (KS EDEK)",1028,"EDEK"
"CY",4,"prtvtcy",8,"Other",NA,NA
"CY",4,"prtvtcy",9,"Not applicable",NA,NA
"CY",4,"prtvtcy",10,"Refusal",NA,NA
"CY",4,"prtvtcy",11,"Don't know",NA,NA
"CY",4,"prtvtcy",12,"No answer",NA,NA
"CY",5,"prtvtcy",1,"Progressive Party of Working People (AKEL)",1076,"AKEL"
"CY",5,"prtvtcy",2,"Democratic Party (DIKO)",635,"DIKO"
"CY",5,"prtvtcy",3,"Democratic Rally (DISY)",563,"DISY"
"CY",5,"prtvtcy",4,"European Party (EVROKO)",1817,"EK"
"CY",5,"prtvtcy",5,"The Cyprus Green Party",858,"KOP"
"CY",5,"prtvtcy",6,"United Democrats (EDI)",321,"ED"
"CY",5,"prtvtcy",7,"Social Democrats (KS EDEK)",1028,"EDEK"
"CY",5,"prtvtcy",8,"Other",NA,NA
"CY",5,"prtvtcy",9,"Not applicable",NA,NA
"CY",5,"prtvtcy",10,"Refusal",NA,NA
"CY",5,"prtvtcy",11,"Don't know",NA,NA
"CY",5,"prtvtcy",12,"No answer",NA,NA
"CY",6,"prtvtacy",1,"Progressive Party of Working People (AKEL)",1076,"AKEL"
"CY",6,"prtvtacy",2,"Democratic Party (DIKO)",635,"DIKO"
"CY",6,"prtvtacy",3,"Democratic Rally (DISY)",563,"DISY"
"CY",6,"prtvtacy",4,"European Party (EVROKO)",1817,"EK"
"CY",6,"prtvtacy",5,"The Cyprus Green Party",858,"KOP"
"CY",6,"prtvtacy",6,"Social Democrats (KS EDEK)",1028,"EDEK"
"CY",6,"prtvtacy",7,"Other",NA,NA
"CY",6,"prtvtacy",8,"Not applicable",NA,NA
"CY",6,"prtvtacy",9,"Refusal",NA,NA
"CY",6,"prtvtacy",10,"Don't know",NA,NA
"CY",6,"prtvtacy",11,"No answer",NA,NA
"CY",9,"prtvtbcy",1,"Progressive Party of Working People (AKEL)",1076,"AKEL"
"CY",9,"prtvtbcy",2,"Democratic Party (DIKO)",635,"DIKO"
"CY",9,"prtvtbcy",3,"Democratic Rally (DISY)",563,"DISY"
"CY",9,"prtvtbcy",4,"National Popular Front (ELAM)",1013,"ELAM"
"CY",9,"prtvtbcy",5,"Solidarity Movement (KINIMA ALLILEGII)",4883,"KINHMA"
"CY",9,"prtvtbcy",6,"The Cyprus Green Party",858,"KOP"
"CY",9,"prtvtbcy",7,"Citizens' Alliance (SYMMACHIA POLITON)",3117,"SYM"
"CY",9,"prtvtbcy",8,"Social Democrats (KS EDEK)",1028,"EDEK"
"CZ",1,"prtvtcz",1,"CSSD Cz.Social Democratic P.",177,"CSSD"
"CZ",1,"prtvtcz",2,"ODA Civic Democratic Alliance",1008,"ODA"
"CZ",1,"prtvtcz",3,"Nadeje (Hope)",1838,NA
"CZ",1,"prtvtcz",4,"RMS Republicans of Miroslav Sladek",972,NA
"CZ",1,"prtvtcz",5,"CSNS Cz.National Social P.",1813,"CNSP"
"CZ",1,"prtvtcz",6,"SV-SOS P.of Countryside-Assoc.Civic Forces",2656,NA
"CZ",1,"prtvtcz",7,"Association of Independents",884,NA
"CZ",1,"prtvtcz",8,"ODS Civic Democratic P.",466,"ODS"
"CZ",1,"prtvtcz",9,"KSCM Communist P.of Bohemia&Moravia",1728,"KSCM"
"CZ",1,"prtvtcz",10,"Coalition (Christian Dem.&Freedom Union)",6202,NA
"CZ",1,"prtvtcz",11,"SZJ P.for Life Securities",670,"DZJ"
"CZ",1,"prtvtcz",12,"PB Right Block",904,"PB"
"CZ",1,"prtvtcz",13,"SZ P.of Greens",1554,"SZ"
"CZ",1,"prtvtcz",14,"Other",NA,NA
"CZ",1,"prtvtcz",15,"Not applicable",NA,NA
"CZ",1,"prtvtcz",16,"Refusal",NA,NA
"CZ",1,"prtvtcz",17,"Don't know",NA,NA
"CZ",1,"prtvtcz",18,"No answer",NA,NA
"CZ",2,"prtvtcz",1,"CSSD Cz.Social Democratic P.",177,"CSSD"
"CZ",2,"prtvtcz",2,"ODA Civic Democratic Alliance",1008,"ODA"
"CZ",2,"prtvtcz",3,"Nadeje (Hope)",1838,NA
"CZ",2,"prtvtcz",4,"RMS Republicans of Miroslav Sladek",972,NA
"CZ",2,"prtvtcz",5,"CSNS Cz.National Social P.",1813,"CNSP"
"CZ",2,"prtvtcz",6,"SV-SOS P.of Countryside-Assoc.Civic Forces",2656,NA
"CZ",2,"prtvtcz",7,"Association of Independents",884,NA
"CZ",2,"prtvtcz",8,"ODS Civic Democratic P.",466,"ODS"
"CZ",2,"prtvtcz",9,"KSCM Communist P.of Bohemia&Moravia",1728,"KSCM"
"CZ",2,"prtvtcz",10,"Coalition (Christian Dem.&Freedom Union)",6202,NA
"CZ",2,"prtvtcz",11,"SZJ P.for Life Securities",670,"DZJ"
"CZ",2,"prtvtcz",12,"PB Right Block",904,"PB"
"CZ",2,"prtvtcz",13,"SZ P.of Greens",1554,"SZ"
"CZ",2,"prtvtcz",14,"Other",NA,NA
"CZ",2,"prtvtcz",15,"Not applicable",NA,NA
"CZ",2,"prtvtcz",16,"Refusal",NA,NA
"CZ",2,"prtvtcz",17,"Don't know",NA,NA
"CZ",4,"prtvtacz",1,"KSCM",1728,"KSCM"
"CZ",4,"prtvtacz",2,"CSSD",177,"CSSD"
"CZ",4,"prtvtacz",3,"SZ",1554,"SZ"
"CZ",4,"prtvtacz",4,"KDU-CSL",676,"KDU-CSL"
"CZ",4,"prtvtacz",5,"ODS",466,"ODS"
"CZ",4,"prtvtacz",6,"Other",NA,NA
"CZ",4,"prtvtacz",7,"Not applicable",NA,NA
"CZ",4,"prtvtacz",8,"Refusal",NA,NA
"CZ",4,"prtvtacz",9,"Don't know",NA,NA
"CZ",4,"prtvtacz",10,"No answer",NA,NA
"CZ",5,"prtvtbcz",1,"KSCM",1728,"KSCM"
"CZ",5,"prtvtbcz",2,"CSSD",177,"CSSD"
"CZ",5,"prtvtbcz",3,"SZ",1554,"SZ"
"CZ",5,"prtvtbcz",4,"KDU-CSL",676,"KDU-CSL"
"CZ",5,"prtvtbcz",5,"TOP 9.00",223,"TOP09"
"CZ",5,"prtvtbcz",6,"VV",1202,"VV"
"CZ",5,"prtvtbcz",7,"ODS",466,"ODS"
"CZ",5,"prtvtbcz",8,"Other",NA,NA
"CZ",5,"prtvtbcz",9,"Not applicable",NA,NA
"CZ",5,"prtvtbcz",10,"Refusal",NA,NA
"CZ",5,"prtvtbcz",11,"Don't know",NA,NA
"CZ",5,"prtvtbcz",12,"No answer",NA,NA
"CZ",6,"prtvtccz",1,"KSCM",1728,"KSCM"
"CZ",6,"prtvtccz",2,"CSSD",177,"CSSD"
"CZ",6,"prtvtccz",3,"TOP 9.00",223,"TOP09"
"CZ",6,"prtvtccz",4,"VV",1202,"VV"
"CZ",6,"prtvtccz",5,"ODS",466,"ODS"
"CZ",6,"prtvtccz",6,"Other",NA,NA
"CZ",6,"prtvtccz",7,"Not applicable",NA,NA
"CZ",6,"prtvtccz",8,"Refusal",NA,NA
"CZ",6,"prtvtccz",9,"Don't know",NA,NA
"CZ",6,"prtvtccz",10,"No answer",NA,NA
"CZ",7,"prtvtdcz",1,"KSCM",1728,"KSCM"
"CZ",7,"prtvtdcz",2,"CSSD",177,"CSSD"
"CZ",7,"prtvtdcz",3,"TOP 9.00",223,"TOP09"
"CZ",7,"prtvtdcz",4,"ANO 2011",2141,"ANO"
"CZ",7,"prtvtdcz",5,"ODS",466,"ODS"
"CZ",7,"prtvtdcz",6,"KDU-CSL",676,"KDU-CSL"
"CZ",7,"prtvtdcz",7,"Úsvit prímé demokracie Tomia Okamury",2049,"UPD"
"CZ",7,"prtvtdcz",8,"Other",NA,NA
"CZ",7,"prtvtdcz",9,"Not applicable",NA,NA
"CZ",7,"prtvtdcz",10,"Refusal",NA,NA
"CZ",7,"prtvtdcz",11,"Don't know",NA,NA
"CZ",8,"prtvtdcz",1,"KSCM",1728,"KSCM"
"CZ",8,"prtvtdcz",2,"CSSD",177,"CSSD"
"CZ",8,"prtvtdcz",3,"TOP 9.00",223,"TOP09"
"CZ",8,"prtvtdcz",4,"ANO 2011",2141,"ANO"
"CZ",8,"prtvtdcz",5,"ODS",466,"ODS"
"CZ",8,"prtvtdcz",6,"KDU-CSL",676,"KDU-CSL"
"CZ",8,"prtvtdcz",7,"Úsvit prímé demokracie Tomia Okamury",2049,"UPD"
"CZ",9,"prtvtecz",1,"KSCM",1728,"KSCM"
"CZ",9,"prtvtecz",2,"CSSD",177,"CSSD"
"CZ",9,"prtvtecz",3,"TOP 9.00",223,"TOP09"
"CZ",9,"prtvtecz",4,"ANO 2011",2141,"ANO"
"CZ",9,"prtvtecz",5,"ODS",466,"ODS"
"CZ",9,"prtvtecz",6,"KDU-CSL",676,"KDU-CSL"
"CZ",9,"prtvtecz",7,"Česká pirátská strana",2047,"Pi"
"CZ",9,"prtvtecz",8,"Svoboda a přímá demokracie",6125,"SPD"
"CZ",9,"prtvtecz",9,"Starostové a nezávislí",1707,"STAN"
"DK",1,"prtvtdk",1,"Socialdemokratiet",379,"Sd"
"DK",1,"prtvtdk",2,"Det Radikale Venstre",1507,"RV"
"DK",1,"prtvtdk",3,"Det Konservative Folkeparti",536,"KF"
"DK",1,"prtvtdk",4,"Centrum-Demokraterne",800,"CD"
"DK",1,"prtvtdk",5,"Socialistisk Folkeparti",329,"SF"
"DK",1,"prtvtdk",6,"Dansk Folkeparti",1022,"DF"
"DK",1,"prtvtdk",7,"Kristeligt Folkeparti",53,"KrF"
"DK",1,"prtvtdk",8,"Venstre",1204,"V"
"DK",1,"prtvtdk",9,"Fremskridtspartiet",1601,"FrP"
"DK",1,"prtvtdk",10,"Enhedslisten",1527,"En-O"
"DK",1,"prtvtdk",11,"Other",NA,NA
"DK",1,"prtvtdk",12,"Not applicable",NA,NA
"DK",1,"prtvtdk",13,"Refusal",NA,NA
"DK",1,"prtvtdk",14,"Don't know",NA,NA
"DK",1,"prtvtdk",15,"No answer",NA,NA
"DK",2,"prtvtdk",1,"Socialdemokratiet",379,"Sd"
"DK",2,"prtvtdk",2,"Det Radikale Venstre",1507,"RV"
"DK",2,"prtvtdk",3,"Det Konservative Folkeparti",536,"KF"
"DK",2,"prtvtdk",4,"Centrum-Demokraterne",800,"CD"
"DK",2,"prtvtdk",5,"Socialistisk Folkeparti",329,"SF"
"DK",2,"prtvtdk",6,"Dansk Folkeparti",1022,"DF"
"DK",2,"prtvtdk",7,"Kristeligt Folkeparti",53,"KrF"
"DK",2,"prtvtdk",8,"Venstre",1204,"V"
"DK",2,"prtvtdk",9,"Fremskridtspartiet",1601,"FrP"
"DK",2,"prtvtdk",10,"Enhedslisten",1527,"En-O"
"DK",2,"prtvtdk",11,"Other",NA,NA
"DK",2,"prtvtdk",12,"Not applicable",NA,NA
"DK",2,"prtvtdk",13,"Refusal",NA,NA
"DK",2,"prtvtdk",14,"Don't know",NA,NA
"DK",2,"prtvtdk",15,"No answer",NA,NA
"DK",3,"prtvtadk",1,"Socialdemokratiet",379,"Sd"
"DK",3,"prtvtadk",2,"Det Radikale Venstre",1507,"RV"
"DK",3,"prtvtadk",3,"Det Konservative Folkeparti",536,"KF"
"DK",3,"prtvtadk",4,"Centrum-Demokraterne",800,"CD"
"DK",3,"prtvtadk",5,"Socialistisk Folkeparti",329,"SF"
"DK",3,"prtvtadk",6,"Dansk Folkeparti",1022,"DF"
"DK",3,"prtvtadk",7,"Kristendemokraterne",53,"KrF"
"DK",3,"prtvtadk",8,"Venstre",1204,"V"
"DK",3,"prtvtadk",9,"Fremskridtspartiet",1601,"FrP"
"DK",3,"prtvtadk",10,"Enhedslisten",1527,"En-O"
"DK",3,"prtvtadk",11,"Other",NA,NA
"DK",3,"prtvtadk",12,"Not applicable",NA,NA
"DK",3,"prtvtadk",13,"Refusal",NA,NA
"DK",3,"prtvtadk",14,"Don't know",NA,NA
"DK",3,"prtvtadk",15,"No answer",NA,NA
"DK",4,"prtvtbdk",1,"Socialdemokraterne - the Danish social democtrats",379,"Sd"
"DK",4,"prtvtbdk",2,"Det Radikale Venstre - Danish Social-Liberal Party",1507,"RV"
"DK",4,"prtvtbdk",3,"Det Konservative Folkeparti - Conservative",536,"KF"
"DK",4,"prtvtbdk",4,"SF- Socialistisk Folkeparti - the Socialist People's Party",329,"SF"
"DK",4,"prtvtbdk",5,"Dansk Folkeparti - Danish peoples party",1022,"DF"
"DK",4,"prtvtbdk",6,"Kristendemokraterne - Christian democtrats",53,"KrF"
"DK",4,"prtvtbdk",7,"Venstre, Danmarks Liberale Parti - Venstre",1204,"V"
"DK",4,"prtvtbdk",8,"Ny Alliance - New alliance",212,"NLA"
"DK",4,"prtvtbdk",9,"Enhedslisten, De Rød-Grønne - The Red-Green Alliance",1527,"En-O"
"DK",4,"prtvtbdk",10,"Andet - other",NA,NA
"DK",4,"prtvtbdk",11,"Not applicable",NA,NA
"DK",4,"prtvtbdk",12,"Refusal",NA,NA
"DK",4,"prtvtbdk",13,"Don't know",NA,NA
"DK",4,"prtvtbdk",14,"No answer",NA,NA
"DK",5,"prtvtbdk",1,"Socialdemokraterne - the Danish social democtrats",379,"Sd"
"DK",5,"prtvtbdk",2,"Det Radikale Venstre - Danish Social-Liberal Party",1507,"RV"
"DK",5,"prtvtbdk",3,"Det Konservative Folkeparti - Conservative",536,"KF"
"DK",5,"prtvtbdk",4,"SF- Socialistisk Folkeparti - the Socialist People's Party",329,"SF"
"DK",5,"prtvtbdk",5,"Dansk Folkeparti - Danish peoples party",1022,"DF"
"DK",5,"prtvtbdk",6,"Kristendemokraterne - Christian democtrats",53,"KrF"
"DK",5,"prtvtbdk",7,"Venstre, Danmarks Liberale Parti - Venstre",1204,"V"
"DK",5,"prtvtbdk",8,"Ny Alliance - New alliance",212,"NLA"
"DK",5,"prtvtbdk",9,"Enhedslisten, De Rød-Grønne - The Red-Green Alliance",1527,"En-O"
"DK",5,"prtvtbdk",10,"Andet - other",NA,NA
"DK",5,"prtvtbdk",11,"Not applicable",NA,NA
"DK",5,"prtvtbdk",12,"Refusal",NA,NA
"DK",5,"prtvtbdk",13,"Don't know",NA,NA
"DK",5,"prtvtbdk",14,"No answer",NA,NA
"DK",6,"prtvtcdk",1,"Socialdemokraterne - the Danish social democrats",379,"Sd"
"DK",6,"prtvtcdk",2,"Det Radikale Venstre - Danish Social-Liberal Party",1507,"RV"
"DK",6,"prtvtcdk",3,"Det Konservative Folkeparti - Conservative",536,"KF"
"DK",6,"prtvtcdk",4,"SF Socialistisk Folkeparti - Socialist People's Party",329,"SF"
"DK",6,"prtvtcdk",5,"Dansk Folkeparti - Danish peoples party",1022,"DF"
"DK",6,"prtvtcdk",6,"Kristendemokraterne - Christian democrats",53,"KrF"
"DK",6,"prtvtcdk",7,"Venstre, Danmarks Liberale Parti - Venstre",1204,"V"
"DK",6,"prtvtcdk",8,"Liberal Alliance - Liberal Alliance",212,"NLA"
"DK",6,"prtvtcdk",9,"Enhedslisten - Unity List - The Red-Green Alliance",1527,"En-O"
"DK",6,"prtvtcdk",10,"Andet - other",NA,NA
"DK",6,"prtvtcdk",11,"Not applicable",NA,NA
"DK",6,"prtvtcdk",12,"Refusal",NA,NA
"DK",6,"prtvtcdk",13,"Don't know",NA,NA
"DK",6,"prtvtcdk",14,"No answer",NA,NA
"DK",7,"prtvtcdk",1,"Socialdemokraterne - the Danish social democrats",379,"Sd"
"DK",7,"prtvtcdk",2,"Det Radikale Venstre - Danish Social-Liberal Party",1507,"RV"
"DK",7,"prtvtcdk",3,"Det Konservative Folkeparti - Conservative",536,"KF"
"DK",7,"prtvtcdk",4,"SF Socialistisk Folkeparti - Socialist People's Party",329,"SF"
"DK",7,"prtvtcdk",5,"Dansk Folkeparti - Danish peoples party",1022,"DF"
"DK",7,"prtvtcdk",6,"Kristendemokraterne - Christian democrats",53,"KrF"
"DK",7,"prtvtcdk",7,"Venstre, Danmarks Liberale Parti - Venstre",1204,"V"
"DK",7,"prtvtcdk",8,"Liberal Alliance - Liberal Alliance",212,"NLA"
"DK",7,"prtvtcdk",9,"Enhedslisten - Unity List - The Red-Green Alliance",1527,"En-O"
"DK",7,"prtvtcdk",10,"Andet - other",NA,NA
"DK",7,"prtvtcdk",11,"Not applicable",NA,NA
"DK",7,"prtvtcdk",12,"Refusal",NA,NA
"DK",7,"prtvtcdk",13,"Don't know",NA,NA
"DK",7,"prtvtcdk",14,"No answer",NA,NA
"EE",2,"prtvtee",1,"Party Res Publica",491,"ERP"
"EE",2,"prtvtee",2,"Estonian Centre Party",533,"EK"
"EE",2,"prtvtee",3,"Estonian Reform Party",821,"ERe"
"EE",2,"prtvtee",4,"Pro Patria Union",779,"I"
"EE",2,"prtvtee",5,"Estonian Social Democratic Party",1150,"SDE|M"
"EE",2,"prtvtee",6,"Estonian People's Union",110,"ERa/EKR"
"EE",2,"prtvtee",7,"Estonian United People's Party",18,"K-EUR"
"EE",2,"prtvtee",8,"Estonian Christian Peoples Party",790,"EKD"
"EE",2,"prtvtee",11,"Russian Party in Estonia",1975,"VEE"
"EE",2,"prtvtee",12,"Independent candidates",NA,NA
"EE",2,"prtvtee",14,"Not applicable",NA,NA
"EE",2,"prtvtee",15,"Refusal",NA,NA
"EE",2,"prtvtee",16,"Don't know",NA,NA
"EE",2,"prtvtee",17,"No answer",NA,NA
"EE",3,"prtvtaee",1,"Res Publica",491,"ERP"
"EE",3,"prtvtaee",2,"Estonian Centre Party",533,"EK"
"EE",3,"prtvtaee",3,"Estonian Reform Party",821,"ERe"
"EE",3,"prtvtaee",4,"Pro Patria Union",779,"I"
"EE",3,"prtvtaee",5,"Estonian Social Democrats",1150,"SDE|M"
"EE",3,"prtvtaee",6,"Estonian People's Union",110,"ERa/EKR"
"EE",3,"prtvtaee",7,"Other",NA,NA
"EE",3,"prtvtaee",8,"Not applicable",NA,NA
"EE",3,"prtvtaee",9,"Refusal",NA,NA
"EE",3,"prtvtaee",10,"Don't know",NA,NA
"EE",4,"prtvtbee",1,"Pro Patria and Res Publica Union",685,"IRL"
"EE",4,"prtvtbee",2,"The Estonian Centre Party",533,"EK"
"EE",4,"prtvtbee",3,"Estonian Reform Party",821,"ERe"
"EE",4,"prtvtbee",4,"The People's Union of Estonia",110,"ERa/EKR"
"EE",4,"prtvtbee",5,"The Social Democratic Party",1150,"SDE|M"
"EE",4,"prtvtbee",6,"Estonian Greens",1040,"EER"
"EE",4,"prtvtbee",7,"Party of Estonian Christian Democrats",790,"EKD"
"EE",4,"prtvtbee",8,"Estonian United Left Party",NA,NA
"EE",4,"prtvtbee",9,"Estonian Independence Party",1299,"ERSP"
"EE",4,"prtvtbee",10,"Russian Party in Estonia",1975,"VEE"
"EE",4,"prtvtbee",11,"campaigner",3021,NA
"EE",4,"prtvtbee",12,"Not applicable",NA,NA
"EE",4,"prtvtbee",13,"Refusal",NA,NA
"EE",4,"prtvtbee",14,"Don't know",NA,NA
"EE",4,"prtvtbee",15,"No answer",NA,NA
"EE",5,"prtvtcee",1,"Erakond Isamaa ja Res Publica Liit",685,"IRL"
"EE",5,"prtvtcee",2,"Eesti Keskerakond",533,"EK"
"EE",5,"prtvtcee",3,"Eesti Reformierakond",821,"ERe"
"EE",5,"prtvtcee",4,"Eestimaa Rahvaliit",110,"ERa/EKR"
"EE",5,"prtvtcee",5,"Sotsiaaldemokraatlik Erakond",1150,"SDE|M"
"EE",5,"prtvtcee",6,"Erakond Eestimaa Rohelised",1040,"EER"
"EE",5,"prtvtcee",7,"Other",NA,NA
"EE",5,"prtvtcee",8,"Eesti Iseseisvuspartei",NA,NA
"EE",5,"prtvtcee",9,"Erakond Eesti Kristlikud Demokraadid",790,"EKD"
"EE",5,"prtvtcee",10,"Üksikkandidaat",NA,NA
"EE",5,"prtvtcee",11,"Mitte kellegi poolt",NA,NA
"EE",5,"prtvtcee",12,"Not applicable",NA,NA
"EE",5,"prtvtcee",13,"Refusal",NA,NA
"EE",5,"prtvtcee",14,"Don't know",NA,NA
"EE",5,"prtvtcee",15,"No answer",NA,NA
"EE",6,"prtvtdee",1,"Erakond Isamaa ja Res Publica Liit",685,"IRL"
"EE",6,"prtvtdee",2,"Eesti Keskerakond",533,"EK"
"EE",6,"prtvtdee",3,"Eesti Reformierakond",821,"ERe"
"EE",6,"prtvtdee",4,"Eesti Konservatiivne Rahvaerakond (endine Rahvaliit)",110,"ERa/EKR"
"EE",6,"prtvtdee",5,"Sotsiaaldemokraatlik Erakond",1150,"SDE|M"
"EE",6,"prtvtdee",6,"Erakond Eestimaa Rohelised",1040,"EER"
"EE",6,"prtvtdee",7,"Erakond Eesti Kristlikud Demokraadid",790,"EKD"
"EE",6,"prtvtdee",8,"Eesti Iseseisvuspartei",NA,NA
"EE",6,"prtvtdee",10,"Eesti Vabaduspartei – Põllumeeste Kogu",NA,NA
"EE",6,"prtvtdee",11,"Üksikkandidaadi poolt",NA,NA
"EE",6,"prtvtdee",12,"Not applicable",NA,NA
"EE",6,"prtvtdee",13,"Refusal",NA,NA
"EE",6,"prtvtdee",14,"Don't know",NA,NA
"EE",7,"prtvteee",1,"Eesti Reformierakond",821,"ERe"
"EE",7,"prtvteee",2,"Eesti Keskerakond",533,"EK"
"EE",7,"prtvteee",3,"Erakond Isamaa ja Res Publica Liit",685,"IRL"
"EE",7,"prtvteee",4,"Sotsiaaldemokraatlik Erakond",1150,"SDE|M"
"EE",7,"prtvteee",5,"Erakond Eestimaa Rohelised",1040,"EER"
"EE",7,"prtvteee",6,"Konservatiivne Rahvaerakond (endie Rahvaliit)",4094,NA
"EE",7,"prtvteee",7,"Vene Erakond Eestis",1975,"VEE"
"EE",7,"prtvteee",8,"Erakond Eesti Kristlikud Demokraadid",790,"EKD"
"EE",7,"prtvteee",9,"Eesti Iseseisvuspartei",NA,NA
"EE",7,"prtvteee",10,"Üksikkandidaadid või muud",NA,NA
"EE",7,"prtvteee",11,"Not applicable",NA,NA
"EE",7,"prtvteee",12,"Refusal",NA,NA
"EE",7,"prtvteee",13,"Don't know",NA,NA
"EE",8,"prtvtfee",1,"Eesti Reformierakond",821,"ERe"
"EE",8,"prtvtfee",2,"Eesti Keskerakond",533,"EK"
"EE",8,"prtvtfee",3,"Erakond Isamaa ja Res Publica Liit",685,"IRL"
"EE",8,"prtvtfee",4,"Sotsiaaldemokraatlik Erakond",1150,"SDE|M"
"EE",8,"prtvtfee",5,"Erakond Eestimaa Rohelised",1040,"EER"
"EE",8,"prtvtfee",6,"Eesti Konservatiivne Rahvaerakond",4094,NA
"EE",8,"prtvtfee",9,"Eesti Iseseisvuspartei",NA,NA
"EE",8,"prtvtfee",11,"Eesti Vabaerakond",3271,"EV"
"EE",8,"prtvtfee",12,"Rahva Ühtsuse Erakond",NA,NA
"EE",8,"prtvtfee",13,"Eestimaa Ühendatud Vasakpartei",NA,NA
"EE",9,"prtvtgee",1,"Eesti Reformierakond",821,"ERe"
"EE",9,"prtvtgee",2,"Eesti Keskerakond",533,"EK"
"EE",9,"prtvtgee",3,"Erakond Isamaa ja Res Publica Liit",685,"IRL"
"EE",9,"prtvtgee",4,"Sotsiaaldemokraatlik Erakond",1150,"SDE|M"
"EE",9,"prtvtgee",5,"Erakond Eestimaa Rohelised",1040,"EER"
"EE",9,"prtvtgee",6,"Eesti Konservatiivne Rahvaerakond",4094,NA
